Time (s)	System Output	ControllerOutput
9.260117	0.985650	0.987743
9.270117	0.985701	0.987786
9.280117	0.985751	0.987829
9.290117	0.985801	0.987872
9.300117	0.985851	0.987914
9.310118	0.985901	0.987955
9.320118	0.985950	0.987998
9.330118	0.985999	0.988039
9.340118	0.986049	0.988082
9.350119	0.986098	0.988124
9.360119	0.986146	0.988166
9.370119	0.986195	0.988207
9.380119	0.986244	0.988247
9.390120	0.986292	0.988289
9.400120	0.986340	0.988330
9.410120	0.986388	0.988371
9.420120	0.986436	0.988412
9.430120	0.986484	0.988451
9.440121	0.986531	0.988493
9.450121	0.986578	0.988533
9.460121	0.986626	0.988574
9.470121	0.986673	0.988614
9.480122	0.986719	0.988652
9.490122	0.986766	0.988693
9.500122	0.986813	0.988733
9.510122	0.986859	0.988771
9.520123	0.986905	0.988811
9.530123	0.986951	0.988850
9.540123	0.986997	0.988890
9.550123	0.987043	0.988927
9.560123	0.987088	0.988968
9.570124	0.987134	0.989006
9.580124	0.987179	0.989043
9.590124	0.987224	0.989083
9.600124	0.987269	0.989121
9.610125	0.987314	0.989158
9.620125	0.987358	0.989197
9.630125	0.987403	0.989233
9.640125	0.987447	0.989273
9.650126	0.987491	0.989310
9.660126	0.987535	0.989346
9.670126	0.987579	0.989385
9.680126	0.987622	0.989420
9.690126	0.987666	0.989459
9.700127	0.987709	0.989496
9.710127	0.987752	0.989532
9.720127	0.987796	0.989570
9.730127	0.987838	0.989604
9.740128	0.987881	0.989643
9.750128	0.987924	0.989677
9.760128	0.987966	0.989715
9.770128	0.988009	0.989749
9.780128	0.988051	0.989787
9.790129	0.988093	0.989820
9.800129	0.988135	0.989859
9.810129	0.988176	0.989892
9.820129	0.988218	0.989930
9.830130	0.988259	0.989962
9.840130	0.988301	0.990000
9.850130	0.988342	0.990033
9.860130	0.988383	0.990070
9.870131	0.988423	0.990103
9.880131	0.988464	0.990138
9.890131	0.988505	0.990173
9.900131	0.988545	0.990206
9.910131	0.988585	0.990243
9.920132	0.988625	0.990275
9.930132	0.988665	0.990309
9.940132	0.988705	0.990345
9.950132	0.988745	0.990377
9.960133	0.988784	0.990413
9.970133	0.988824	0.990444
9.980133	0.988863	0.990478
9.990133	0.988902	0.990513
10.000134	0.988941	0.990545
10.010134	0.988980	0.990578
10.020134	0.989019	0.990613
10.030134	0.989057	0.990644
10.040134	0.989096	0.990677
10.050135	0.989134	0.990709
10.060135	0.989172	0.990744
10.070135	0.989210	0.990774
10.080135	0.989248	0.990807
10.090136	0.989286	0.990839
10.100136	0.989324	0.990873
10.110136	0.989361	0.990903
10.120136	0.989398	0.990935
10.130136	0.989436	0.990966
10.140137	0.989473	0.991000
10.150137	0.989510	0.991030
10.160137	0.989547	0.991062
10.170137	0.989583	0.991093
10.180138	0.989620	0.991124
10.190138	0.989656	0.991157
10.200138	0.989693	0.991187
10.210138	0.989729	0.991218
10.220139	0.989765	0.991248
10.230139	0.989801	0.991279
10.240139	0.989837	0.991309
10.250139	0.989872	0.991340
10.260139	0.989908	0.991372
10.270140	0.989943	0.991401
10.280140	0.989978	0.991432
10.290140	0.990014	0.991461
10.300140	0.990049	0.991491
10.310141	0.990084	0.991521
10.320141	0.990118	0.991551
10.330141	0.990153	0.991580
10.340141	0.990188	0.991610
10.350142	0.990222	0.991639
10.360142	0.990256	0.991668
10.370142	0.990291	0.991698
10.380142	0.990325	0.991727
10.390142	0.990359	0.991756
10.400143	0.990393	0.991785
10.410143	0.990426	0.991813
10.420143	0.990460	0.991842
10.430143	0.990493	0.991871
10.440144	0.990527	0.991899
10.450144	0.990560	0.991928
10.460144	0.990593	0.991956
10.470144	0.990626	0.991984
10.480145	0.990659	0.992012
10.490145	0.990692	0.992041
10.500145	0.990725	0.992069
10.510145	0.990757	0.992097
10.520145	0.990790	0.992124
10.530146	0.990822	0.992152
10.540146	0.990854	0.992180
10.550146	0.990886	0.992207
10.560146	0.990918	0.992235
10.570147	0.990950	0.992262
10.580147	0.990982	0.992288
10.590147	0.991013	0.992316
10.600147	0.991045	0.992343
10.610147	0.991076	0.992370
10.620148	0.991108	0.992397
10.630148	0.991139	0.992424
10.640148	0.991170	0.992451
10.650148	0.991201	0.992475
10.660149	0.991232	0.992503
10.670149	0.991262	0.992529
10.680149	0.991293	0.992556
10.690149	0.991324	0.992582
10.700150	0.991354	0.992609
10.710150	0.991384	0.992633
10.720150	0.991415	0.992660
10.730150	0.991445	0.992685
10.740150	0.991475	0.992712
10.750151	0.991505	0.992735
10.760151	0.991534	0.992763
10.770151	0.991564	0.992787
10.780151	0.991594	0.992814
10.790152	0.991623	0.992837
10.800152	0.991652	0.992864
10.810152	0.991682	0.992888
10.820152	0.991711	0.992914
10.830153	0.991740	0.992937
10.840153	0.991769	0.992964
10.850153	0.991798	0.992988
10.860153	0.991827	0.993014
10.870153	0.991855	0.993036
10.880154	0.991884	0.993062
10.890154	0.991912	0.993086
10.900154	0.991941	0.993110
10.910154	0.991969	0.993135
10.920155	0.991997	0.993159
10.930155	0.992025	0.993182
10.940155	0.992053	0.993207
10.950155	0.992081	0.993229
10.960155	0.992109	0.993255
10.970156	0.992136	0.993278
10.980156	0.992164	0.993301
10.990156	0.992191	0.993326
11.000156	0.992219	0.993349
11.010157	0.992246	0.993371
11.020157	0.992273	0.993396
11.030157	0.992300	0.993417
11.040157	0.992327	0.993442
11.050158	0.992354	0.993465
11.060158	0.992381	0.993487
11.070158	0.992408	0.993511
11.080158	0.992434	0.993532
11.090158	0.992461	0.993557
11.100159	0.992487	0.993577
11.110159	0.992514	0.993602
11.120159	0.992540	0.993624
11.130159	0.992566	0.993646
11.140160	0.992592	0.993669
11.150160	0.992618	0.993690
11.160160	0.992644	0.993714
11.170160	0.992670	0.993734
11.180161	0.992696	0.993758
11.190161	0.992721	0.993778
11.200161	0.992747	0.993802
11.210161	0.992772	0.993821
11.220161	0.992797	0.993846
11.230162	0.992823	0.993865
11.240162	0.992848	0.993889
11.250162	0.992873	0.993908
11.260162	0.992898	0.993932
11.270163	0.992923	0.993950
11.280163	0.992948	0.993972
11.290163	0.992972	0.993994
11.300163	0.992997	0.994014
11.310163	0.993022	0.994037
11.320164	0.993046	0.994056
11.330164	0.993071	0.994079
11.340164	0.993095	0.994097
11.350164	0.993119	0.994121
11.360165	0.993143	0.994139
11.370165	0.993167	0.994160
11.380165	0.993191	0.994182
11.390165	0.993215	0.994200
11.400166	0.993239	0.994223
11.410166	0.993263	0.994241
11.420166	0.993286	0.994262
11.430166	0.993310	0.994283
11.440166	0.993333	0.994302
11.450167	0.993357	0.994322
11.460167	0.993380	0.994343
11.470167	0.993403	0.994361
11.480167	0.993426	0.994383
11.490168	0.993450	0.994401
11.500168	0.993473	0.994421
11.510168	0.993495	0.994442
11.520168	0.993518	0.994460
11.530169	0.993541	0.994479
11.540169	0.993564	0.994500
11.550169	0.993586	0.994518
11.560169	0.993609	0.994537
11.570169	0.993631	0.994558
11.580170	0.993654	0.994575
11.590170	0.993676	0.994594
11.600170	0.993698	0.994615
11.610170	0.993720	0.994632
11.620171	0.993742	0.994651
11.630171	0.993764	0.994669
11.640171	0.993786	0.994690
11.650171	0.993808	0.994707
11.660172	0.993830	0.994726
11.670172	0.993851	0.994746
11.680172	0.993873	0.994763
11.690172	0.993894	0.994781
11.700172	0.993916	0.994799
11.710173	0.993937	0.994819
11.720173	0.993958	0.994835
11.730173	0.993980	0.994854
11.740173	0.994001	0.994871
11.750174	0.994022	0.994891
11.760174	0.994043	0.994908
11.770174	0.994064	0.994926
11.780174	0.994085	0.994943
11.790174	0.994105	0.994963
11.800175	0.994126	0.994979
11.810175	0.994147	0.994997
11.820175	0.994167	0.995014
11.830175	0.994188	0.995031
11.840176	0.994208	0.995050
11.850176	0.994228	0.995066
11.860176	0.994249	0.995084
11.870176	0.994269	0.995100
11.880177	0.994289	0.995118
11.890177	0.994309	0.995136
11.900177	0.994329	0.995152
11.910177	0.994349	0.995170
11.920177	0.994369	0.995186
11.930178	0.994389	0.995203
11.940178	0.994408	0.995221
11.950178	0.994428	0.995237
11.960178	0.994447	0.995254
11.970179	0.994467	0.995270
11.980179	0.994486	0.995287
11.990179	0.994506	0.995303
12.000179	0.994525	0.995319
12.010180	0.994544	0.995338
12.020180	0.994563	0.995353
12.030180	0.994582	0.995369
12.040180	0.994601	0.995385
12.050180	0.994620	0.995401
12.060181	0.994639	0.995417
12.070181	0.994658	0.995433
12.080181	0.994677	0.995449
12.090181	0.994696	0.995467
12.100182	0.994714	0.995481
12.110182	0.994733	0.995498
12.120182	0.994751	0.995513
12.130182	0.994770	0.995529
12.140182	0.994788	0.995544
12.150183	0.994806	0.995560
12.160183	0.994824	0.995575
12.170183	0.994843	0.995591
12.180183	0.994861	0.995606
12.190184	0.994879	0.995622
12.200184	0.994897	0.995637
12.210184	0.994915	0.995654
12.220184	0.994933	0.995668
12.230185	0.994950	0.995684
12.240185	0.994968	0.995699
12.250185	0.994986	0.995714
12.260185	0.995003	0.995729
12.270185	0.995021	0.995744
12.280186	0.995038	0.995759
12.290186	0.995056	0.995774
12.300186	0.995073	0.995789
12.310186	0.995090	0.995803
12.320187	0.995107	0.995818
12.330187	0.995125	0.995833
12.340187	0.995142	0.995847
12.350187	0.995159	0.995862
12.360188	0.995176	0.995876
12.370188	0.995193	0.995891
12.380188	0.995210	0.995905
12.390188	0.995226	0.995920
12.400188	0.995243	0.995934
12.410189	0.995260	0.995948
12.420189	0.995276	0.995963
12.430189	0.995293	0.995977
12.440189	0.995310	0.995991
12.450190	0.995326	0.996005
12.460190	0.995342	0.996019
12.470190	0.995359	0.996033
12.480190	0.995375	0.996047
12.490191	0.995391	0.996061
12.500191	0.995407	0.996075
12.510191	0.995423	0.996089
12.520191	0.995440	0.996101
12.530191	0.995456	0.996116
12.540192	0.995472	0.996128
12.550192	0.995487	0.996143
12.560192	0.995503	0.996156
12.570192	0.995519	0.996170
12.580193	0.995535	0.996183
12.590193	0.995551	0.996197
12.600193	0.995566	0.996210
12.610193	0.995582	0.996223
12.620193	0.995597	0.996237
12.630194	0.995613	0.996250
12.640194	0.995628	0.996263
12.650194	0.995643	0.996277
12.660194	0.995659	0.996288
12.670195	0.995674	0.996302
12.680195	0.995689	0.996315
12.690195	0.995704	0.996328
12.700195	0.995719	0.996341
12.710196	0.995734	0.996354
12.720196	0.995749	0.996367
12.730196	0.995764	0.996380
12.740196	0.995779	0.996393
12.750196	0.995794	0.996404
12.760197	0.995809	0.996418
12.770197	0.995823	0.996430
12.780197	0.995838	0.996443
12.790197	0.995853	0.996455
12.800198	0.995867	0.996468
12.810198	0.995882	0.996481
12.820198	0.995896	0.996491
12.830198	0.995911	0.996505
12.840199	0.995925	0.996516
12.850199	0.995939	0.996529
12.860199	0.995954	0.996541
12.870199	0.995968	0.996554
12.880199	0.995982	0.996566
12.890200	0.995996	0.996576
12.900200	0.996010	0.996590
12.910200	0.996024	0.996601
12.920200	0.996038	0.996614
12.930201	0.996052	0.996626
12.940201	0.996066	0.996636
12.950201	0.996080	0.996649
12.960201	0.996093	0.996660
12.970201	0.996107	0.996673
12.980202	0.996121	0.996684
12.990202	0.996134	0.996696
13.000202	0.996148	0.996706
13.010202	0.996161	0.996719
13.020203	0.996175	0.996730
13.030203	0.996188	0.996742
13.040203	0.996202	0.996754
13.050203	0.996215	0.996764
13.060204	0.996228	0.996776
13.070204	0.996242	0.996787
13.080204	0.996255	0.996799
13.090204	0.996268	0.996808
13.100204	0.996281	0.996821
13.110205	0.996294	0.996832
13.120205	0.996307	0.996844
13.130205	0.996320	0.996855
13.140205	0.996333	0.996864
13.150206	0.996346	0.996877
13.160206	0.996359	0.996888
13.170206	0.996371	0.996899
13.180206	0.996384	0.996908
13.190207	0.996397	0.996921
13.200207	0.996409	0.996931
13.210207	0.996422	0.996943
13.220207	0.996435	0.996951
13.230207	0.996447	0.996964
13.240208	0.996460	0.996974
13.250208	0.996472	0.996983
13.260208	0.996484	0.996995
13.270208	0.996497	0.997005
13.280209	0.996509	0.997017
13.290209	0.996521	0.997025
13.300209	0.996534	0.997037
13.310209	0.996546	0.997047
13.320210	0.996558	0.997059
13.330210	0.996570	0.997067
13.340210	0.996582	0.997079
13.350210	0.996594	0.997089
13.360210	0.996606	0.997098
13.370211	0.996618	0.997109
13.380211	0.996630	0.997119
13.390211	0.996641	0.997130
13.400211	0.996653	0.997138
13.410212	0.996665	0.997150
13.420212	0.996677	0.997160
13.430212	0.996688	0.997168
13.440212	0.996700	0.997180
13.450212	0.996712	0.997189
13.460213	0.996723	0.997198
13.470213	0.996735	0.997209
13.480213	0.996746	0.997219
13.490213	0.996758	0.997227
13.500214	0.996769	0.997239
13.510214	0.996780	0.997248
13.520214	0.996792	0.997256
13.530214	0.996803	0.997267
13.540215	0.996814	0.997277
13.550215	0.996825	0.997285
13.560215	0.996836	0.997296
13.570215	0.996847	0.997305
13.580215	0.996859	0.997313
13.590216	0.996870	0.997324
13.600216	0.996881	0.997334
13.610216	0.996891	0.997342
13.620216	0.996902	0.997353
13.630217	0.996913	0.997362
13.640217	0.996924	0.997370
13.650217	0.996935	0.997380
13.660217	0.996946	0.997390
13.670218	0.996956	0.997397
13.680218	0.996967	0.997408
13.690218	0.996978	0.997415
13.700218	0.996988	0.997426
13.710218	0.996999	0.997435
13.720219	0.997009	0.997443
13.730219	0.997020	0.997453
13.740219	0.997030	0.997462
13.750219	0.997041	0.997470
13.760220	0.997051	0.997480
13.770220	0.997061	0.997487
13.780220	0.997072	0.997498
13.790220	0.997082	0.997506
13.800220	0.997092	0.997514
13.810221	0.997102	0.997524
13.820221	0.997113	0.997530
13.830221	0.997123	0.997541
13.840221	0.997133	0.997549
13.850222	0.997143	0.997557
13.860222	0.997153	0.997567
13.870222	0.997163	0.997573
13.880222	0.997173	0.997584
13.890223	0.997183	0.997592
13.900223	0.997193	0.997600
13.910223	0.997203	0.997610
13.920223	0.997212	0.997616
13.930223	0.997222	0.997626
13.940224	0.997232	0.997632
13.950224	0.997242	0.997643
13.960224	0.997251	0.997651
13.970224	0.997261	0.997658
13.980225	0.997271	0.997668
13.990225	0.997280	0.997674
14.000225	0.997290	0.997684
14.010225	0.997299	0.997690
14.020226	0.997309	0.997700
14.030226	0.997318	0.997708
14.040226	0.997328	0.997715
14.050226	0.997337	0.997725
14.060226	0.997346	0.997730
14.070227	0.997356	0.997741
14.080227	0.997365	0.997746
14.090227	0.997374	0.997756
14.100227	0.997383	0.997762
14.110228	0.997393	0.997772
14.120228	0.997402	0.997777
14.130228	0.997411	0.997787
14.140228	0.997420	0.997795
14.150229	0.997429	0.997802
14.160229	0.997438	0.997811
14.170229	0.997447	0.997816
14.180229	0.997456	0.997826
14.190229	0.997465	0.997832
14.200230	0.997474	0.997842
14.210230	0.997483	0.997847
14.220230	0.997491	0.997857
14.230230	0.997500	0.997862
14.240231	0.997509	0.997872
14.250231	0.997518	0.997877
14.260231	0.997526	0.997887
14.270231	0.997535	0.997891
14.280231	0.997544	0.997901
14.290232	0.997552	0.997906
14.300232	0.997561	0.997916
14.310232	0.997570	0.997921
14.320232	0.997578	0.997931
14.330233	0.997587	0.997935
14.340233	0.997595	0.997945
14.350233	0.997604	0.997949
14.360233	0.997612	0.997959
14.370234	0.997620	0.997964
14.380234	0.997629	0.997974
14.390234	0.997637	0.997978
14.400234	0.997645	0.997988
14.410234	0.997654	0.997992
14.420235	0.997662	0.998002
14.430235	0.997670	0.998006
14.440235	0.997678	0.998016
14.450235	0.997686	0.998020
14.460236	0.997695	0.998030
14.470236	0.997703	0.998034
14.480236	0.997711	0.998044
14.490236	0.997719	0.998048
14.500237	0.997727	0.998058
14.510237	0.997735	0.998062
14.520237	0.997743	0.998071
14.530237	0.997751	0.998076
14.540237	0.997758	0.998085
14.550238	0.997766	0.998089
14.560238	0.997774	0.998099
14.570238	0.997782	0.998103
14.580238	0.997790	0.998110
14.590239	0.997797	0.998117
14.600239	0.997805	0.998122
14.610239	0.997813	0.998131
14.620239	0.997821	0.998135
14.630239	0.997828	0.998144
14.640240	0.997836	0.998148
14.650240	0.997843	0.998158
14.660240	0.997851	0.998162
14.670240	0.997859	0.998171
14.680241	0.997866	0.998175
14.690241	0.997874	0.998182
14.700241	0.997881	0.998189
14.710241	0.997888	0.998194
14.720242	0.997896	0.998202
14.730242	0.997903	0.998206
14.740242	0.997911	0.998215
14.750242	0.997918	0.998219
14.760242	0.997925	0.998228
14.770243	0.997932	0.998232
14.780243	0.997940	0.998238
14.790243	0.997947	0.998246
14.800243	0.997954	0.998250
14.810244	0.997961	0.998259
14.820244	0.997968	0.998262
14.830244	0.997976	0.998269
14.840244	0.997983	0.998276
14.850245	0.997990	0.998281
14.860245	0.997997	0.998289
14.870245	0.998004	0.998293
14.880245	0.998011	0.998301
14.890245	0.998018	0.998305
14.900246	0.998025	0.998311
14.910246	0.998032	0.998318
14.920246	0.998039	0.998322
14.930246	0.998045	0.998331
14.940247	0.998052	0.998334
14.950247	0.998059	0.998341
14.960247	0.998066	0.998347
14.970247	0.998073	0.998352
14.980247	0.998079	0.998360
14.990248	0.998086	0.998363
15.000248	0.998093	0.998369
15.010248	0.998100	0.998376
15.020248	0.998106	0.998381
15.030249	0.998113	0.998388
15.040249	0.998120	0.998392
15.050249	0.998126	0.998398
15.060249	0.998133	0.998405
15.070250	0.998139	0.998409
15.080250	0.998146	0.998417
15.090250	0.998152	0.998420
15.100250	0.998159	0.998426
15.110250	0.998165	0.998433
15.120251	0.998172	0.998437
15.130251	0.998178	0.998442
15.140251	0.998184	0.998449
15.150251	0.998191	0.998453
15.160252	0.998197	0.998461
15.170252	0.998203	0.998464
15.180252	0.998210	0.998470
15.190252	0.998216	0.998476
15.200253	0.998222	0.998480
15.210253	0.998229	0.998486
15.220253	0.998235	0.998492
15.230253	0.998241	0.998496
15.240253	0.998247	0.998501
15.250254	0.998253	0.998508
15.260254	0.998259	0.998512
15.270254	0.998266	0.998519
15.280254	0.998272	0.998522
15.290255	0.998278	0.998528
15.300255	0.998284	0.998534
15.310255	0.998290	0.998538
15.320255	0.998296	0.998543
15.330256	0.998302	0.998550
15.340256	0.998308	0.998553
15.350256	0.998314	0.998558
15.360256	0.998320	0.998565
15.370256	0.998325	0.998568
15.380257	0.998331	0.998573
15.390257	0.998337	0.998580
15.400257	0.998343	0.998583
15.410257	0.998349	0.998588
15.420258	0.998355	0.998595
15.430258	0.998360	0.998598
15.440258	0.998366	0.998603
15.450258	0.998372	0.998609
15.460258	0.998378	0.998613
15.470259	0.998383	0.998618
15.480259	0.998389	0.998624
15.490259	0.998395	0.998627
15.500259	0.998400	0.998632
15.510260	0.998406	0.998638
15.520260	0.998412	0.998641
15.530260	0.998417	0.998646
15.540260	0.998423	0.998653
15.550261	0.998428	0.998656
15.560261	0.998434	0.998661
15.570261	0.998439	0.998667
15.580261	0.998445	0.998670
15.590261	0.998450	0.998675
15.600262	0.998456	0.998681
15.610262	0.998461	0.998684
15.620262	0.998466	0.998689
15.630262	0.998472	0.998695
15.640263	0.998477	0.998698
15.650263	0.998483	0.998702
15.660263	0.998488	0.998708
15.670263	0.998493	0.998711
15.680264	0.998498	0.998716
15.690264	0.998504	0.998722
15.700264	0.998509	0.998725
15.710264	0.998514	0.998730
15.720264	0.998519	0.998736
15.730265	0.998525	0.998739
15.740265	0.998530	0.998743
15.750265	0.998535	0.998747
15.760265	0.998540	0.998753
15.770266	0.998545	0.998756
15.780266	0.998550	0.998760
15.790266	0.998555	0.998766
15.800266	0.998560	0.998769
15.810266	0.998566	0.998774
15.820267	0.998571	0.998779
15.830267	0.998576	0.998782
15.840267	0.998581	0.998787
15.850267	0.998586	0.998790
15.860268	0.998591	0.998796
15.870268	0.998595	0.998799
15.880268	0.998600	0.998803
15.890268	0.998605	0.998809
15.900269	0.998610	0.998812
15.910269	0.998615	0.998816
15.920269	0.998620	0.998820
15.930269	0.998625	0.998826
15.940269	0.998630	0.998828
15.950270	0.998634	0.998833
15.960270	0.998639	0.998838
15.970270	0.998644	0.998841
15.980270	0.998649	0.998845
15.990271	0.998654	0.998848
16.000271	0.998658	0.998854
16.010271	0.998663	0.998856
16.020271	0.998668	0.998861
16.030272	0.998672	0.998866
16.040272	0.998677	0.998869
16.050272	0.998682	0.998873
16.060272	0.998686	0.998876
16.070272	0.998691	0.998882
16.080273	0.998695	0.998884
16.090273	0.998700	0.998889
16.100273	0.998705	0.998892
16.110273	0.998709	0.998898
16.120274	0.998714	0.998900
16.130274	0.998718	0.998904
16.140274	0.998723	0.998909
16.150274	0.998727	0.998912
16.160275	0.998732	0.998916
16.170275	0.998736	0.998919
16.180275	0.998740	0.998925
16.190275	0.998745	0.998927
16.200275	0.998749	0.998931
16.210276	0.998754	0.998934
16.220276	0.998758	0.998940
16.230276	0.998762	0.998942
16.240276	0.998767	0.998946
16.250277	0.998771	0.998949
16.260277	0.998775	0.998955
16.270277	0.998780	0.998957
16.280277	0.998784	0.998961
16.290277	0.998788	0.998963
16.300278	0.998793	0.998969
16.310278	0.998797	0.998971
16.320278	0.998801	0.998975
16.330278	0.998805	0.998978
16.340279	0.998809	0.998984
16.350279	0.998814	0.998985
16.360279	0.998818	0.998990
16.370279	0.998822	0.998992
16.380280	0.998826	0.998998
16.390280	0.998830	0.999000
16.400280	0.998834	0.999004
16.410280	0.998838	0.999006
16.420280	0.998842	0.999012
16.430281	0.998846	0.999014
16.440281	0.998851	0.999018
16.450281	0.998855	0.999020
16.460281	0.998859	0.999026
16.470282	0.998863	0.999027
16.480282	0.998867	0.999031
16.490282	0.998871	0.999034
16.500282	0.998875	0.999037
16.510283	0.998878	0.999042
16.520283	0.998882	0.999044
16.530283	0.998886	0.999048
16.540283	0.998890	0.999050
16.550283	0.998894	0.999056
16.560284	0.998898	0.999058
16.570284	0.998902	0.999061
16.580284	0.998906	0.999064
16.590284	0.998910	0.999069
16.600285	0.998913	0.999071
16.610285	0.998917	0.999075
16.620285	0.998921	0.999077
16.630285	0.998925	0.999080
16.640285	0.998929	0.999085
16.650286	0.998932	0.999087
16.660286	0.998936	0.999091
16.670286	0.998940	0.999093
16.680286	0.998944	0.999098
16.690287	0.998947	0.999100
16.700287	0.998951	0.999104
16.710287	0.998955	0.999106
16.720287	0.998958	0.999109
16.730288	0.998962	0.999114
16.740288	0.998966	0.999116
16.750288	0.998969	0.999119
16.760288	0.998973	0.999121
16.770288	0.998976	0.999127
16.780289	0.998980	0.999128
16.790289	0.998984	0.999132
16.800289	0.998987	0.999134
16.810289	0.998991	0.999137
16.820290	0.998994	0.999142
16.830290	0.998998	0.999143
16.840290	0.999001	0.999147
16.850290	0.999005	0.999149
16.860291	0.999008	0.999152
16.870291	0.999012	0.999157
16.880291	0.999015	0.999158
16.890291	0.999019	0.999162
16.900291	0.999022	0.999164
16.910292	0.999026	0.999167
16.920292	0.999029	0.999171
16.930292	0.999032	0.999173
16.940292	0.999036	0.999176
16.950293	0.999039	0.999178
16.960293	0.999043	0.999181
16.970293	0.999046	0.999186
16.980293	0.999049	0.999187
16.990294	0.999053	0.999191
17.000294	0.999056	0.999193
17.010294	0.999059	0.999195
17.020294	0.999063	0.999200
17.030294	0.999066	0.999201
17.040295	0.999069	0.999205
17.050295	0.999072	0.999207
17.060295	0.999076	0.999210
17.070295	0.999079	0.999214
17.080296	0.999082	0.999215
17.090296	0.999085	0.999219
17.100296	0.999089	0.999221
17.110296	0.999092	0.999223
17.120296	0.999095	0.999226
17.130297	0.999098	0.999230
17.140297	0.999101	0.999232
17.150297	0.999104	0.999235
17.160297	0.999108	0.999237
17.170298	0.999111	0.999239
17.180298	0.999114	0.999244
17.190298	0.999117	0.999245
17.200298	0.999120	0.999248
17.210299	0.999123	0.999250
17.220299	0.999126	0.999253
17.230299	0.999129	0.999257
17.240299	0.999132	0.999258
17.250299	0.999135	0.999261
17.260300	0.999138	0.999263
17.270300	0.999142	0.999266
17.280300	0.999145	0.999268
17.290300	0.999148	0.999273
17.300301	0.999151	0.999274
17.310301	0.999153	0.999277
17.320301	0.999156	0.999278
17.330301	0.999159	0.999281
17.340302	0.999162	0.999283
17.350302	0.999165	0.999288
17.360302	0.999168	0.999289
17.370302	0.999171	0.999292
17.380302	0.999174	0.999293
17.390303	0.999177	0.999296
17.400303	0.999180	0.999300
17.410303	0.999183	0.999301
17.420303	0.999186	0.999304
17.430304	0.999188	0.999306
17.440304	0.999191	0.999308
17.450304	0.999194	0.999310
17.460304	0.999197	0.999315
17.470304	0.999200	0.999316
17.480305	0.999203	0.999319
17.490305	0.999205	0.999320
17.500305	0.999208	0.999323
17.510305	0.999211	0.999325
17.520306	0.999214	0.999329
17.530306	0.999216	0.999330
17.540306	0.999219	0.999333
17.550306	0.999222	0.999335
17.560307	0.999225	0.999337
17.570307	0.999227	0.999339
17.580307	0.999230	0.999343
17.590307	0.999233	0.999344
17.600307	0.999236	0.999347
17.610308	0.999238	0.999349
17.620308	0.999241	0.999351
17.630308	0.999244	0.999353
17.640308	0.999246	0.999355
17.650309	0.999249	0.999359
17.660309	0.999251	0.999360
17.670309	0.999254	0.999363
17.680309	0.999257	0.999364
17.690310	0.999259	0.999367
17.700310	0.999262	0.999368
17.710310	0.999265	0.999373
17.720310	0.999267	0.999373
17.730310	0.999270	0.999376
17.740311	0.999272	0.999378
17.750311	0.999275	0.999380
17.760311	0.999277	0.999382
17.770311	0.999280	0.999384
17.780312	0.999282	0.999388
17.790312	0.999285	0.999389
17.800312	0.999287	0.999391
17.810312	0.999290	0.999393
17.820312	0.999292	0.999395
17.830313	0.999295	0.999397
17.840313	0.999297	0.999399
17.850313	0.999300	0.999403
17.860313	0.999302	0.999403
17.870314	0.999305	0.999406
17.880314	0.999307	0.999407
17.890314	0.999310	0.999410
17.900314	0.999312	0.999411
17.910315	0.999315	0.999413
17.920315	0.999317	0.999417
17.930315	0.999319	0.999418
17.940315	0.999322	0.999420
17.950315	0.999324	0.999422
17.960316	0.999326	0.999424
17.970316	0.999329	0.999426
17.980316	0.999331	0.999427
17.990316	0.999334	0.999431
18.000317	0.999336	0.999432
18.010317	0.999338	0.999435
18.020317	0.999341	0.999436
18.030317	0.999343	0.999438
18.040318	0.999345	0.999439
18.050318	0.999348	0.999441
18.060318	0.999350	0.999445
18.070318	0.999352	0.999446
18.080318	0.999354	0.999448
18.090319	0.999357	0.999450
18.100319	0.999359	0.999452
18.110319	0.999361	0.999453
18.120319	0.999363	0.999455
18.130320	0.999366	0.999459
18.140320	0.999368	0.999459
18.150320	0.999370	0.999462
18.160320	0.999372	0.999463
18.170321	0.999374	0.999465
18.180321	0.999377	0.999467
18.190321	0.999379	0.999468
18.200321	0.999381	0.999470
18.210321	0.999383	0.999474
18.220322	0.999385	0.999474
18.230322	0.999387	0.999477
18.240322	0.999390	0.999478
18.250322	0.999392	0.999480
18.260323	0.999394	0.999481
18.270323	0.999396	0.999483
18.280323	0.999398	0.999485
18.290323	0.999400	0.999489
18.300323	0.999402	0.999489
18.310324	0.999404	0.999491
18.320324	0.999407	0.999493
18.330324	0.999409	0.999494
18.340324	0.999411	0.999496
18.350325	0.999413	0.999497
18.360325	0.999415	0.999499
18.370325	0.999417	0.999503
18.380325	0.999419	0.999503
18.390326	0.999421	0.999506
18.400326	0.999423	0.999507
18.410326	0.999425	0.999508
18.420326	0.999427	0.999510
18.430326	0.999429	0.999511
18.440327	0.999431	0.999513
18.450327	0.999433	0.999517
18.460327	0.999435	0.999517
18.470327	0.999437	0.999519
18.480328	0.999439	0.999520
18.490328	0.999441	0.999522
18.500328	0.999443	0.999524
18.510328	0.999445	0.999525
18.520329	0.999447	0.999527
18.530329	0.999449	0.999528
18.540329	0.999451	0.999532
18.550329	0.999453	0.999532
18.560329	0.999454	0.999534
18.570330	0.999456	0.999535
