Time (s)	System Output	ControllerOutput
18.580330	0.999458	0.999537
18.590330	0.999460	0.999538
18.600330	0.999462	0.999540
18.610331	0.999464	0.999541
18.620331	0.999466	0.999543
18.630331	0.999468	0.999546
18.640331	0.999470	0.999547
18.650331	0.999471	0.999549
18.660332	0.999473	0.999550
18.670332	0.999475	0.999552
18.680332	0.999477	0.999553
18.690332	0.999479	0.999554
18.700333	0.999481	0.999556
18.710333	0.999483	0.999557
18.720333	0.999484	0.999561
18.730333	0.999486	0.999561
18.740334	0.999488	0.999563
18.750334	0.999490	0.999564
18.760334	0.999492	0.999566
18.770334	0.999493	0.999567
18.780334	0.999495	0.999568
18.790335	0.999497	0.999570
18.800335	0.999499	0.999571
18.810335	0.999500	0.999572
18.820335	0.999502	0.999576
18.830336	0.999504	0.999576
18.840336	0.999506	0.999578
18.850336	0.999507	0.999579
18.860336	0.999509	0.999580
18.870337	0.999511	0.999582
18.880337	0.999513	0.999583
18.890337	0.999514	0.999584
18.900337	0.999516	0.999586
18.910337	0.999518	0.999589
18.920338	0.999519	0.999589
18.930338	0.999521	0.999591
18.940338	0.999523	0.999592
18.950338	0.999524	0.999594
18.960339	0.999526	0.999595
18.970339	0.999528	0.999596
18.980339	0.999529	0.999597
18.990339	0.999531	0.999599
19.000340	0.999533	0.999600
19.010340	0.999534	0.999601
19.020340	0.999536	0.999605
19.030340	0.999538	0.999605
19.040340	0.999539	0.999607
19.050341	0.999541	0.999608
19.060341	0.999542	0.999609
19.070341	0.999544	0.999610
19.080341	0.999546	0.999611
19.090342	0.999547	0.999613
19.100342	0.999549	0.999614
19.110342	0.999550	0.999615
19.120342	0.999552	0.999618
19.130342	0.999554	0.999618
19.140343	0.999555	0.999620
19.150343	0.999557	0.999621
19.160343	0.999558	0.999623
19.170343	0.999560	0.999624
19.180344	0.999561	0.999625
19.190344	0.999563	0.999626
19.200344	0.999564	0.999627
19.210344	0.999566	0.999628
19.220345	0.999568	0.999630
19.230345	0.999569	0.999633
19.240345	0.999570	0.999633
19.250345	0.999572	0.999635
19.260345	0.999573	0.999636
19.270346	0.999575	0.999637
19.280346	0.999576	0.999638
19.290346	0.999578	0.999639
19.300346	0.999579	0.999640
19.310347	0.999581	0.999642
19.320347	0.999582	0.999643
19.330347	0.999584	0.999644
19.340347	0.999585	0.999645
19.350348	0.999587	0.999648
19.360348	0.999588	0.999648
19.370348	0.999590	0.999650
19.380348	0.999591	0.999651
19.390348	0.999593	0.999652
19.400349	0.999594	0.999653
19.410349	0.999595	0.999654
19.420349	0.999597	0.999655
19.430349	0.999598	0.999656
19.440350	0.999600	0.999657
19.450350	0.999601	0.999658
19.460350	0.999602	0.999662
19.470350	0.999604	0.999661
19.480350	0.999605	0.999663
19.490351	0.999607	0.999664
19.500351	0.999608	0.999665
19.510351	0.999609	0.999666
19.520351	0.999611	0.999667
19.530352	0.999612	0.999668
19.540352	0.999613	0.999669
19.550352	0.999615	0.999671
19.560352	0.999616	0.999672
19.570353	0.999618	0.999673
19.580353	0.999619	0.999674
19.590353	0.999620	0.999677
19.600353	0.999622	0.999677
19.610353	0.999623	0.999678
19.620354	0.999624	0.999679
19.630354	0.999626	0.999680
19.640354	0.999627	0.999681
19.650354	0.999628	0.999682
19.660355	0.999629	0.999683
19.670355	0.999631	0.999684
19.680355	0.999632	0.999685
19.690355	0.999633	0.999686
19.700356	0.999635	0.999687
19.710356	0.999636	0.999688
19.720356	0.999637	0.999691
19.730356	0.999638	0.999691
19.740356	0.999640	0.999693
19.750357	0.999641	0.999693
19.760357	0.999642	0.999695
19.770357	0.999644	0.999695
19.780357	0.999645	0.999696
19.790358	0.999646	0.999697
19.800358	0.999647	0.999698
19.810358	0.999649	0.999699
19.820358	0.999650	0.999700
19.830359	0.999651	0.999701
19.840359	0.999652	0.999702
19.850359	0.999653	0.999705
19.860359	0.999655	0.999705
19.870359	0.999656	0.999707
19.880360	0.999657	0.999707
19.890360	0.999658	0.999708
19.900360	0.999659	0.999709
19.910360	0.999661	0.999710
19.920361	0.999662	0.999711
19.930361	0.999663	0.999712
19.940361	0.999664	0.999713
19.950361	0.999665	0.999714
19.960361	0.999667	0.999715
19.970362	0.999668	0.999715
19.980362	0.999669	0.999716
19.990362	0.999670	0.999717
20.000362	0.999671	0.999720
20.010363	0.999672	0.999720
20.020363	0.999674	0.999722
20.030363	0.999675	0.999722
20.040363	0.999676	0.999723
20.050364	0.999677	0.999724
20.060364	0.999678	0.999725
20.070364	0.999679	0.999726
20.080364	0.999680	0.999727
20.090364	0.999681	0.999727
20.100365	0.999683	0.999728
20.110365	0.999684	0.999729
20.120365	0.999685	0.999730
20.130365	0.999686	0.999731
20.140366	0.999687	0.999734
20.150366	0.999688	0.999733
20.160366	0.999689	0.999735
20.170366	0.999690	0.999736
20.180367	0.999691	0.999737
20.190367	0.999692	0.999737
20.200367	0.999694	0.999738
20.210367	0.999695	0.999739
20.220367	0.999696	0.999740
20.230368	0.999697	0.999741
20.240368	0.999698	0.999742
20.250368	0.999699	0.999742
20.260368	0.999700	0.999743
20.270369	0.999701	0.999744
20.280369	0.999702	0.999745
20.290369	0.999703	0.999745
20.300369	0.999704	0.999748
20.310369	0.999705	0.999748
20.320370	0.999706	0.999750
20.330370	0.999707	0.999750
20.340370	0.999708	0.999751
20.350370	0.999709	0.999752
20.360371	0.999710	0.999753
20.370371	0.999711	0.999753
20.380371	0.999712	0.999754
20.390371	0.999713	0.999755
20.400372	0.999714	0.999756
20.410372	0.999715	0.999756
20.420372	0.999716	0.999757
20.430372	0.999717	0.999758
20.440372	0.999718	0.999759
20.450373	0.999719	0.999759
20.460373	0.999720	0.999760
20.470373	0.999721	0.999763
20.480373	0.999722	0.999763
20.490374	0.999723	0.999764
20.500374	0.999724	0.999765
20.510374	0.999725	0.999766
20.520374	0.999726	0.999766
20.530375	0.999727	0.999767
20.540375	0.999728	0.999768
20.550375	0.999729	0.999768
20.560375	0.999730	0.999769
20.570375	0.999731	0.999770
20.580376	0.999732	0.999771
20.590376	0.999733	0.999771
20.600376	0.999734	0.999772
20.610376	0.999735	0.999773
20.620377	0.999736	0.999774
20.630377	0.999737	0.999774
20.640377	0.999738	0.999775
20.650377	0.999738	0.999778
20.660378	0.999739	0.999777
20.670378	0.999740	0.999779
20.680378	0.999741	0.999779
20.690378	0.999742	0.999780
20.700378	0.999743	0.999780
20.710379	0.999744	0.999781
20.720379	0.999745	0.999782
20.730379	0.999746	0.999783
20.740379	0.999747	0.999783
20.750380	0.999747	0.999784
20.760380	0.999748	0.999785
20.770380	0.999749	0.999785
20.780380	0.999750	0.999786
20.790380	0.999751	0.999787
20.800381	0.999752	0.999787
20.810381	0.999753	0.999788
20.820381	0.999754	0.999789
20.830381	0.999755	0.999789
20.840382	0.999755	0.999792
20.850382	0.999756	0.999792
20.860382	0.999757	0.999793
20.870382	0.999758	0.999793
20.880383	0.999759	0.999794
20.890383	0.999760	0.999795
20.900383	0.999760	0.999795
20.910383	0.999761	0.999796
20.920383	0.999762	0.999797
20.930384	0.999763	0.999797
20.940384	0.999764	0.999798
20.950384	0.999765	0.999799
20.960384	0.999765	0.999799
20.970385	0.999766	0.999800
20.980385	0.999767	0.999801
20.990385	0.999768	0.999801
21.000385	0.999769	0.999802
21.010386	0.999770	0.999802
21.020386	0.999770	0.999803
21.030386	0.999771	0.999803
21.040386	0.999772	0.999806
21.050386	0.999773	0.999806
21.060387	0.999774	0.999807
21.070387	0.999774	0.999807
21.080387	0.999775	0.999808
21.090387	0.999776	0.999809
21.100388	0.999777	0.999809
21.110388	0.999777	0.999810
21.120388	0.999778	0.999811
21.130388	0.999779	0.999811
21.140388	0.999780	0.999812
21.150389	0.999781	0.999812
21.160389	0.999781	0.999813
21.170389	0.999782	0.999814
21.180389	0.999783	0.999814
21.190390	0.999784	0.999815
21.200390	0.999784	0.999815
21.210390	0.999785	0.999816
21.220390	0.999786	0.999816
21.230391	0.999787	0.999817
21.240391	0.999788	0.999818
21.250391	0.999788	0.999820
21.260391	0.999789	0.999820
21.270391	0.999790	0.999821
21.280392	0.999790	0.999821
21.290392	0.999791	0.999822
21.300392	0.999792	0.999822
21.310392	0.999793	0.999823
21.320393	0.999793	0.999824
21.330393	0.999794	0.999824
21.340393	0.999795	0.999825
21.350393	0.999795	0.999825
21.360394	0.999796	0.999826
21.370394	0.999797	0.999827
21.380394	0.999798	0.999827
21.390394	0.999798	0.999828
21.400394	0.999799	0.999828
21.410395	0.999800	0.999829
21.420395	0.999800	0.999829
21.430395	0.999801	0.999830
21.440395	0.999802	0.999830
21.450396	0.999803	0.999831
21.460396	0.999803	0.999831
21.470396	0.999804	0.999832
21.480396	0.999805	0.999832
21.490396	0.999805	0.999833
21.500397	0.999806	0.999835
21.510397	0.999807	0.999835
21.520397	0.999807	0.999836
21.530397	0.999808	0.999836
21.540398	0.999809	0.999837
21.550398	0.999809	0.999837
21.560398	0.999810	0.999838
21.570398	0.999811	0.999838
21.580399	0.999811	0.999839
21.590399	0.999812	0.999840
21.600399	0.999813	0.999840
21.610399	0.999813	0.999840
21.620399	0.999814	0.999841
21.630400	0.999815	0.999842
21.640400	0.999815	0.999842
21.650400	0.999816	0.999843
21.660400	0.999817	0.999843
21.670401	0.999817	0.999844
21.680401	0.999818	0.999844
21.690401	0.999819	0.999844
21.700401	0.999819	0.999845
21.710402	0.999820	0.999845
21.720402	0.999820	0.999846
21.730402	0.999821	0.999846
21.740402	0.999822	0.999847
21.750402	0.999822	0.999849
21.760403	0.999823	0.999849
21.770403	0.999824	0.999850
21.780403	0.999824	0.999850
21.790403	0.999825	0.999851
21.800404	0.999825	0.999851
21.810404	0.999826	0.999852
21.820404	0.999827	0.999852
21.830404	0.999827	0.999853
21.840405	0.999828	0.999853
21.850405	0.999828	0.999854
21.860405	0.999829	0.999854
21.870405	0.999830	0.999855
21.880405	0.999830	0.999855
21.890406	0.999831	0.999856
21.900406	0.999831	0.999856
21.910406	0.999832	0.999856
21.920406	0.999833	0.999857
21.930407	0.999833	0.999857
21.940407	0.999834	0.999858
21.950407	0.999834	0.999858
21.960407	0.999835	0.999859
21.970407	0.999835	0.999859
21.980408	0.999836	0.999859
21.990408	0.999837	0.999860
22.000408	0.999837	0.999860
22.010408	0.999838	0.999861
22.020409	0.999838	0.999861
22.030409	0.999839	0.999862
22.040409	0.999840	0.999864
22.050409	0.999840	0.999863
22.060410	0.999841	0.999865
22.070410	0.999841	0.999865
22.080410	0.999842	0.999865
22.090410	0.999842	0.999866
22.100410	0.999843	0.999866
22.110411	0.999843	0.999866
22.120411	0.999844	0.999867
22.130411	0.999844	0.999867
22.140411	0.999845	0.999868
22.150412	0.999846	0.999868
22.160412	0.999846	0.999869
22.170412	0.999847	0.999869
22.180412	0.999847	0.999870
22.190413	0.999848	0.999870
22.200413	0.999848	0.999870
22.210413	0.999849	0.999871
22.220413	0.999849	0.999871
22.230413	0.999850	0.999872
22.240414	0.999850	0.999872
22.250414	0.999851	0.999872
22.260414	0.999851	0.999873
22.270414	0.999852	0.999873
22.280415	0.999852	0.999874
22.290415	0.999853	0.999874
22.300415	0.999854	0.999874
22.310415	0.999854	0.999875
22.320415	0.999855	0.999875
22.330416	0.999855	0.999875
22.340416	0.999856	0.999876
22.350416	0.999856	0.999876
22.360416	0.999857	0.999879
22.370417	0.999857	0.999878
22.380417	0.999858	0.999879
22.390417	0.999858	0.999879
22.400417	0.999859	0.999880
22.410418	0.999859	0.999880
22.420418	0.999860	0.999880
22.430418	0.999860	0.999881
22.440418	0.999861	0.999881
22.450418	0.999861	0.999882
22.460419	0.999861	0.999882
22.470419	0.999862	0.999882
22.480419	0.999862	0.999883
22.490419	0.999863	0.999883
22.500420	0.999863	0.999883
22.510420	0.999864	0.999884
22.520420	0.999864	0.999884
22.530420	0.999865	0.999885
22.540421	0.999865	0.999885
22.550421	0.999866	0.999885
22.560421	0.999866	0.999886
22.570421	0.999867	0.999886
22.580421	0.999867	0.999886
22.590422	0.999868	0.999887
22.600422	0.999868	0.999887
22.610422	0.999869	0.999887
22.620422	0.999869	0.999888
22.630423	0.999870	0.999888
22.640423	0.999870	0.999888
22.650423	0.999871	0.999889
22.660423	0.999871	0.999889
22.670424	0.999871	0.999889
22.680424	0.999872	0.999890
22.690424	0.999872	0.999890
22.700424	0.999873	0.999892
22.710424	0.999873	0.999892
22.720425	0.999874	0.999893
22.730425	0.999874	0.999893
22.740425	0.999875	0.999893
22.750425	0.999875	0.999893
22.760426	0.999875	0.999894
22.770426	0.999876	0.999894
22.780426	0.999876	0.999895
22.790426	0.999877	0.999895
22.800426	0.999877	0.999896
22.810427	0.999877	0.999896
22.820427	0.999878	0.999896
22.830427	0.999878	0.999896
22.840427	0.999879	0.999897
22.850428	0.999879	0.999897
22.860428	0.999880	0.999898
22.870428	0.999880	0.999898
22.880428	0.999880	0.999898
22.890429	0.999881	0.999898
22.900429	0.999881	0.999899
22.910429	0.999882	0.999899
22.920429	0.999882	0.999899
22.930429	0.999882	0.999900
22.940430	0.999883	0.999900
22.950430	0.999883	0.999900
22.960430	0.999884	0.999901
22.970430	0.999884	0.999901
22.980431	0.999885	0.999901
22.990431	0.999885	0.999902
23.000431	0.999885	0.999902
23.010431	0.999886	0.999902
23.020432	0.999886	0.999903
23.030432	0.999887	0.999903
23.040432	0.999887	0.999903
23.050432	0.999887	0.999903
23.060432	0.999888	0.999904
23.070433	0.999888	0.999904
23.080433	0.999889	0.999904
23.090433	0.999889	0.999904
23.100433	0.999890	0.999905
23.110434	0.999890	0.999905
23.120434	0.999890	0.999907
23.130434	0.999891	0.999906
23.140434	0.999891	0.999908
23.150434	0.999891	0.999907
23.160435	0.999892	0.999908
23.170435	0.999892	0.999908
23.180435	0.999892	0.999909
23.190435	0.999893	0.999909
23.200436	0.999893	0.999909
23.210436	0.999894	0.999910
23.220436	0.999894	0.999910
23.230436	0.999894	0.999910
23.240437	0.999895	0.999910
23.250437	0.999895	0.999911
23.260437	0.999895	0.999911
23.270437	0.999896	0.999911
23.280437	0.999896	0.999912
23.290438	0.999896	0.999912
23.300438	0.999897	0.999912
23.310438	0.999897	0.999913
23.320438	0.999897	0.999913
23.330439	0.999898	0.999913
23.340439	0.999898	0.999913
23.350439	0.999899	0.999914
23.360439	0.999899	0.999914
23.370440	0.999899	0.999914
23.380440	0.999900	0.999915
23.390440	0.999900	0.999915
23.400440	0.999900	0.999915
23.410440	0.999901	0.999915
23.420441	0.999901	0.999916
23.430441	0.999901	0.999916
23.440441	0.999902	0.999916
23.450441	0.999902	0.999916
23.460442	0.999902	0.999916
23.470442	0.999903	0.999917
23.480442	0.999903	0.999917
23.490442	0.999904	0.999917
23.500443	0.999904	0.999917
23.510443	0.999904	0.999918
23.520443	0.999905	0.999918
23.530443	0.999905	0.999918
23.540443	0.999905	0.999918
23.550444	0.999906	0.999919
23.560444	0.999906	0.999919
23.570444	0.999906	0.999919
23.580444	0.999907	0.999919
23.590445	0.999907	0.999920
23.600445	0.999907	0.999922
23.610445	0.999908	0.999921
23.620445	0.999908	0.999922
23.630445	0.999908	0.999922
23.640446	0.999909	0.999922
23.650446	0.999909	0.999922
23.660446	0.999909	0.999923
23.670446	0.999910	0.999923
23.680447	0.999910	0.999923
23.690447	0.999910	0.999924
23.700447	0.999910	0.999924
23.710447	0.999911	0.999924
23.720448	0.999911	0.999924
23.730448	0.999911	0.999925
23.740448	0.999912	0.999925
23.750448	0.999912	0.999925
23.760448	0.999912	0.999925
23.770449	0.999913	0.999926
23.780449	0.999913	0.999926
23.790449	0.999913	0.999926
23.800449	0.999913	0.999927
23.810450	0.999914	0.999927
23.820450	0.999914	0.999927
23.830450	0.999914	0.999927
23.840450	0.999915	0.999928
23.850451	0.999915	0.999928
23.860451	0.999915	0.999928
23.870451	0.999915	0.999928
23.880451	0.999916	0.999928
23.890451	0.999916	0.999929
23.900452	0.999916	0.999929
23.910452	0.999917	0.999929
23.920452	0.999917	0.999929
23.930452	0.999917	0.999929
23.940453	0.999918	0.999930
23.950453	0.999918	0.999930
23.960453	0.999918	0.999930
23.970453	0.999918	0.999930
23.980453	0.999919	0.999930
23.990454	0.999919	0.999931
24.000454	0.999919	0.999931
24.010454	0.999920	0.999931
24.020454	0.999920	0.999931
24.030455	0.999920	0.999931
24.040455	0.999921	0.999932
24.050455	0.999921	0.999932
24.060455	0.999921	0.999932
24.070456	0.999921	0.999932
24.080456	0.999922	0.999932
24.090456	0.999922	0.999933
24.100456	0.999922	0.999933
24.110456	0.999923	0.999933
24.120457	0.999923	0.999933
24.130457	0.999923	0.999933
24.140457	0.999924	0.999933
24.150457	0.999924	0.999934
24.160458	0.999924	0.999936
24.170458	0.999924	0.999935
24.180458	0.999925	0.999936
24.190458	0.999925	0.999936
24.200459	0.999925	0.999936
24.210459	0.999925	0.999936
24.220459	0.999925	0.999937
24.230459	0.999926	0.999937
24.240459	0.999926	0.999937
24.250460	0.999926	0.999937
24.260460	0.999926	0.999938
24.270460	0.999927	0.999938
24.280460	0.999927	0.999938
24.290461	0.999927	0.999938
24.300461	0.999927	0.999938
24.310461	0.999928	0.999939
24.320461	0.999928	0.999939
24.330462	0.999928	0.999939
24.340462	0.999928	0.999939
24.350462	0.999929	0.999940
24.360462	0.999929	0.999940
24.370462	0.999929	0.999940
24.380463	0.999929	0.999940
24.390463	0.999930	0.999941
24.400463	0.999930	0.999941
24.410463	0.999930	0.999941
24.420464	0.999930	0.999941
24.430464	0.999931	0.999941
24.440464	0.999931	0.999941
24.450464	0.999931	0.999942
24.460464	0.999931	0.999942
24.470465	0.999931	0.999942
24.480465	0.999932	0.999942
24.490465	0.999932	0.999942
24.500465	0.999932	0.999943
24.510466	0.999932	0.999943
24.520466	0.999933	0.999943
24.530466	0.999933	0.999943
24.540466	0.999933	0.999943
24.550467	0.999933	0.999943
24.560467	0.999934	0.999944
24.570467	0.999934	0.999944
24.580467	0.999934	0.999944
24.590467	0.999934	0.999944
24.600468	0.999935	0.999944
24.610468	0.999935	0.999945
24.620468	0.999935	0.999945
24.630468	0.999935	0.999945
24.640469	0.999936	0.999945
24.650469	0.999936	0.999945
24.660469	0.999936	0.999945
24.670469	0.999936	0.999946
24.680470	0.999936	0.999946
24.690470	0.999937	0.999946
24.700470	0.999937	0.999946
24.710470	0.999937	0.999946
24.720470	0.999937	0.999946
24.730471	0.999938	0.999946
24.740471	0.999938	0.999947
24.750471	0.999938	0.999947
24.760471	0.999938	0.999947
24.770472	0.999939	0.999947
24.780472	0.999939	0.999947
24.790472	0.999939	0.999947
24.800472	0.999939	0.999947
24.810472	0.999940	0.999947
24.820473	0.999940	0.999947
24.830473	0.999940	0.999948
24.840473	0.999940	0.999948
24.850473	0.999941	0.999948
24.860474	0.999941	0.999948
24.870474	0.999941	0.999950
24.880474	0.999941	0.999949
24.890474	0.999941	0.999950
24.900475	0.999941	0.999950
24.910475	0.999942	0.999950
24.920475	0.999942	0.999950
24.930475	0.999942	0.999951
24.940475	0.999942	0.999951
24.950476	0.999942	0.999951
24.960476	0.999943	0.999951
24.970476	0.999943	0.999952
24.980476	0.999943	0.999952
24.990477	0.999943	0.999952
25.000477	0.999943	0.999952
25.010477	0.999943	0.999952
25.020477	0.999944	0.999953
25.030478	0.999944	0.999953
25.040478	0.999944	0.999953
25.050478	0.999944	0.999953
25.060478	0.999944	0.999953
25.070478	0.999945	0.999954
25.080479	0.999945	0.999954
25.090479	0.999945	0.999954
25.100479	0.999945	0.999954
25.110479	0.999945	0.999954
25.120480	0.999945	0.999954
25.130480	0.999946	0.999955
25.140480	0.999946	0.999955
25.150480	0.999946	0.999955
25.160480	0.999946	0.999955
25.170481	0.999946	0.999955
25.180481	0.999946	0.999955
25.190481	0.999947	0.999955
25.200481	0.999947	0.999955
25.210482	0.999947	0.999956
25.220482	0.999947	0.999956
25.230482	0.999947	0.999956
25.240482	0.999948	0.999956
25.250483	0.999948	0.999956
25.260483	0.999948	0.999956
25.270483	0.999948	0.999957
25.280483	0.999948	0.999957
25.290483	0.999948	0.999957
25.300484	0.999949	0.999957
25.310484	0.999949	0.999957
25.320484	0.999949	0.999957
25.330484	0.999949	0.999958
25.340485	0.999949	0.999958
25.350485	0.999950	0.999958
25.360485	0.999950	0.999958
25.370485	0.999950	0.999958
25.380486	0.999950	0.999958
25.390486	0.999950	0.999958
25.400486	0.999950	0.999958
25.410486	0.999951	0.999959
25.420486	0.999951	0.999959
25.430487	0.999951	0.999959
25.440487	0.999951	0.999959
25.450487	0.999951	0.999959
25.460487	0.999951	0.999959
25.470488	0.999952	0.999960
25.480488	0.999952	0.999960
25.490488	0.999952	0.999960
25.500488	0.999952	0.999960
25.510489	0.999952	0.999960
25.520489	0.999953	0.999960
25.530489	0.999953	0.999960
25.540489	0.999953	0.999960
25.550489	0.999953	0.999960
25.560490	0.999953	0.999960
25.570490	0.999953	0.999960
25.580490	0.999954	0.999960
25.590490	0.999954	0.999961
25.600491	0.999954	0.999961
25.610491	0.999954	0.999961
25.620491	0.999954	0.999961
25.630491	0.999955	0.999961
25.640491	0.999955	0.999961
25.650492	0.999955	0.999961
25.660492	0.999955	0.999961
25.670492	0.999955	0.999961
25.680492	0.999955	0.999961
25.690493	0.999956	0.999962
25.700493	0.999956	0.999962
25.710493	0.999956	0.999962
25.720493	0.999956	0.999962
25.730494	0.999956	0.999962
25.740494	0.999956	0.999962
25.750494	0.999957	0.999962
25.760494	0.999957	0.999962
25.770494	0.999957	0.999962
25.780495	0.999957	0.999962
25.790495	0.999957	0.999962
25.800495	0.999958	0.999962
25.810495	0.999958	0.999963
25.820496	0.999958	0.999963
25.830496	0.999958	0.999963
25.840496	0.999958	0.999963
25.850496	0.999958	0.999965
25.860497	0.999959	0.999964
25.870497	0.999959	0.999965
25.880497	0.999959	0.999965
25.890497	0.999959	0.999965
25.900497	0.999959	0.999965
25.910498	0.999959	0.999965
25.920498	0.999959	0.999965
25.930498	0.999959	0.999966
25.940498	0.999959	0.999966
25.950499	0.999960	0.999966
25.960499	0.999960	0.999966
25.970499	0.999960	0.999966
25.980499	0.999960	0.999966
25.990499	0.999960	0.999966
26.000500	0.999960	0.999966
26.010500	0.999960	0.999967
26.020500	0.999960	0.999967
26.030500	0.999961	0.999967
26.040501	0.999961	0.999967
26.050501	0.999961	0.999967
26.060501	0.999961	0.999967
26.070501	0.999961	0.999967
26.080502	0.999961	0.999967
26.090502	0.999961	0.999968
26.100502	0.999961	0.999968
26.110502	0.999961	0.999968
26.120502	0.999962	0.999968
26.130503	0.999962	0.999968
26.140503	0.999962	0.999968
26.150503	0.999962	0.999968
26.160503	0.999962	0.999968
26.170504	0.999962	0.999968
26.180504	0.999962	0.999969
26.190504	0.999962	0.999969
26.200504	0.999963	0.999969
26.210505	0.999963	0.999969
26.220505	0.999963	0.999969
26.230505	0.999963	0.999969
26.240505	0.999963	0.999969
26.250505	0.999963	0.999969
26.260506	0.999963	0.999970
26.270506	0.999963	0.999970
26.280506	0.999964	0.999970
26.290506	0.999964	0.999970
26.300507	0.999964	0.999970
26.310507	0.999964	0.999970
26.320507	0.999964	0.999970
26.330507	0.999964	0.999970
26.340508	0.999964	0.999970
26.350508	0.999964	0.999971
26.360508	0.999964	0.999971
26.370508	0.999965	0.999971
26.380508	0.999965	0.999971
26.390509	0.999965	0.999971
26.400509	0.999965	0.999971
26.410509	0.999965	0.999971
26.420509	0.999965	0.999971
26.430510	0.999965	0.999972
26.440510	0.999965	0.999972
26.450510	0.999966	0.999972
26.460510	0.999966	0.999972
26.470510	0.999966	0.999972
26.480511	0.999966	0.999972
26.490511	0.999966	0.999972
26.500511	0.999966	0.999972
26.510511	0.999966	0.999973
26.520512	0.999966	0.999973
26.530512	0.999967	0.999973
26.540512	0.999967	0.999973
26.550512	0.999967	0.999973
26.560513	0.999967	0.999973
26.570513	0.999967	0.999973
26.580513	0.999967	0.999973
26.590513	0.999967	0.999973
26.600513	0.999967	0.999973
26.610514	0.999967	0.999973
26.620514	0.999968	0.999973
26.630514	0.999968	0.999973
26.640514	0.999968	0.999973
26.650515	0.999968	0.999973
26.660515	0.999968	0.999974
26.670515	0.999968	0.999974
26.680515	0.999968	0.999974
26.690516	0.999968	0.999974
26.700516	0.999969	0.999974
26.710516	0.999969	0.999974
26.720516	0.999969	0.999974
26.730516	0.999969	0.999974
26.740517	0.999969	0.999974
26.750517	0.999969	0.999974
26.760517	0.999969	0.999974
26.770517	0.999969	0.999974
26.780518	0.999969	0.999974
26.790518	0.999970	0.999974
26.800518	0.999970	0.999974
26.810518	0.999970	0.999974
26.820518	0.999970	0.999974
26.830519	0.999970	0.999975
26.840519	0.999970	0.999975
26.850519	0.999970	0.999975
26.860519	0.999970	0.999975
26.870520	0.999971	0.999975
26.880520	0.999971	0.999975
26.890520	0.999971	0.999975
26.900520	0.999971	0.999975
26.910521	0.999971	0.999975
26.920521	0.999971	0.999975
26.930521	0.999971	0.999975
26.940521	0.999971	0.999975
26.950521	0.999972	0.999975
26.960522	0.999972	0.999975
26.970522	0.999972	0.999975
26.980522	0.999972	0.999975
26.990522	0.999972	0.999976
27.000523	0.999972	0.999976
27.010523	0.999972	0.999976
27.020523	0.999972	0.999976
27.030523	0.999972	0.999976
27.040524	0.999973	0.999976
27.050524	0.999973	0.999976
27.060524	0.999973	0.999976
27.070524	0.999973	0.999976
27.080524	0.999973	0.999976
27.090525	0.999973	0.999976
27.100525	0.999973	0.999976
27.110525	0.999973	0.999976
27.120525	0.999974	0.999976
27.130526	0.999974	0.999976
27.140526	0.999974	0.999976
27.150526	0.999974	0.999976
27.160526	0.999974	0.999976
27.170527	0.999974	0.999976
27.180527	0.999974	0.999976
27.190527	0.999974	0.999976
27.200527	0.999974	0.999976
27.210527	0.999975	0.999976
27.220528	0.999975	0.999979
27.230528	0.999975	0.999977
27.240528	0.999975	0.999978
27.250528	0.999975	0.999978
27.260529	0.999975	0.999978
27.270529	0.999975	0.999978
27.280529	0.999975	0.999978
27.290529	0.999975	0.999978
27.300529	0.999975	0.999979
27.310530	0.999975	0.999979
27.320530	0.999975	0.999979
27.330530	0.999975	0.999979
27.340530	0.999975	0.999979
27.350531	0.999975	0.999979
27.360531	0.999976	0.999979
27.370531	0.999976	0.999979
27.380531	0.999976	0.999979
27.390532	0.999976	0.999979
27.400532	0.999976	0.999979
27.410532	0.999976	0.999980
27.420532	0.999976	0.999980
27.430532	0.999976	0.999980
27.440533	0.999976	0.999980
27.450533	0.999976	0.999980
27.460533	0.999976	0.999980
27.470533	0.999976	0.999980
27.480534	0.999976	0.999980
27.490534	0.999976	0.999980
27.500534	0.999976	0.999980
27.510534	0.999976	0.999980
27.520535	0.999976	0.999981
27.530535	0.999977	0.999981
27.540535	0.999977	0.999981
27.550535	0.999977	0.999981
27.560535	0.999977	0.999981
27.570536	0.999977	0.999981
27.580536	0.999977	0.999981
27.590536	0.999977	0.999981
27.600536	0.999977	0.999981
27.610537	0.999977	0.999981
27.620537	0.999977	0.999982
27.630537	0.999977	0.999982
27.640537	0.999977	0.999982
27.650537	0.999977	0.999982
27.660538	0.999977	0.999982
27.670538	0.999977	0.999982
27.680538	0.999977	0.999982
27.690538	0.999977	0.999982
27.700539	0.999978	0.999982
27.710539	0.999978	0.999982
27.720539	0.999978	0.999982
27.730539	0.999978	0.999982
27.740540	0.999978	0.999983
27.750540	0.999978	0.999983
27.760540	0.999978	0.999983
27.770540	0.999978	0.999983
27.780540	0.999978	0.999983
27.790541	0.999978	0.999983
27.800541	0.999978	0.999983
27.810541	0.999978	0.999983
27.820541	0.999978	0.999983
27.830542	0.999978	0.999983
27.840542	0.999978	0.999983
27.850542	0.999978	0.999983
27.860542	0.999978	0.999984
27.870543	0.999979	0.999984
27.880543	0.999979	0.999984
27.890543	0.999979	0.999984
